articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Eglo_92758;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92758 Manerba 1";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>да</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Manerba 1</td> </tr> <tr> <td>Мощность:</td> <td>33W</td> </tr> <tr> <td>Количество ламп:</td> <td>1</td> </tr> <tr> <td>Тип ламп:</td> <td>галогенная</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>G9</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>92758</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>белый</td> </tr> <tr> <td>Цвет плафона:</td> <td>белый</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>металл</td> </tr> <tr> <td>Высота:</td> <td>23.5</td> </tr> <tr> <td>Диаметр:</td> <td>10</td> </tr> </table>";1058;846;1058;9%;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;14;28;;;;;;1;;;IP20;;"Manerba 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92787;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92787 Ilanie";"<table class=""attribute""><tbody><tr><td colspan=""2"">Основные характеристики:</td></tr><tr><td>Лампы в комплекте:</td><td>да</td></tr><tr><td>Производитель:</td><td>Eglo Австрия</td></tr><tr><td>Тип светильника:</td><td>Бра</td></tr><tr><td>Коллекция:</td><td>Ilanie</td></tr><tr><td>Мощность:</td><td>33W</td></tr><tr><td>Количество ламп:</td><td>1</td></tr><tr><td>Тип ламп:</td><td>галогенная</td></tr><tr><td>Питание:</td><td>230V</td></tr><tr><td>Тип патрона:</td><td>G9</td></tr><tr><td>Степень защиты:</td><td>IP20</td></tr><tr><td>Модель:</td><td>92787</td></tr></tbody></table><table class=""attribute""><tbody><tr><td colspan=""2"">Дополнительные характеристики:</td></tr><tr><td>Цвет основы:</td><td>белый</td></tr><tr><td>Цвет плафона:</td><td>белый</td></tr><tr><td>Материал основы:</td><td>металл</td></tr><tr><td>Материал плафона:</td><td>металл</td></tr><tr><td>Ширина:</td><td>22</td></tr><tr><td>Высота:</td><td>16</td></tr></tbody></table>";539;431;512;3N;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;16;22;;;;;;1;;;IP20;;Ilanie;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92788;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92788 Ilanie";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>да</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Ilanie</td> </tr> <tr> <td>Мощность:</td> <td>33W</td> </tr> <tr> <td>Количество ламп:</td> <td>2</td> </tr> <tr> <td>Тип ламп:</td> <td>галогенная</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>G9</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>92788</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>белый</td> </tr> <tr> <td>Цвет плафона:</td> <td>белый</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>металл</td> </tr> <tr> <td>Ширина:</td> <td>36</td> </tr> <tr> <td>Высота:</td> <td>12.5</td> </tr> </table>";720;576;720;18%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;13;36;;;;;;2;;;IP20;;Ilanie;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92807;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92807 Capitello";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>нет</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Capitello</td> </tr> <tr> <td>Мощность:</td> <td>40W</td> </tr> <tr> <td>Количество ламп:</td> <td>1</td> </tr> <tr> <td>Тип ламп:</td> <td>накаливания/энергосберегающая</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>E14</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>92807</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>хром</td> </tr> <tr> <td>Цвет плафона:</td> <td>белый</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>металл</td> </tr> <tr> <td>Ширина:</td> <td>15</td> </tr> <tr> <td>Высота:</td> <td>30.5</td> </tr> </table>";1133;907;1077;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;30,5;15;;;11,5;;;1;;;IP20;;Capitello;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92858;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92858 Lucciola 1";"<table class=""attribute""><tbody><tr><td colspan=""2"">Основные характеристики:</td></tr><tr><td>Лампы в комплекте:</td><td>да</td></tr><tr><td>Производитель:</td><td>Eglo Австрия</td></tr><tr><td>Тип светильника:</td><td>Бра</td></tr><tr><td>Коллекция:</td><td>Lucciola 1</td></tr><tr><td>Мощность:</td><td>33W</td></tr><tr><td>Количество ламп:</td><td>1</td></tr><tr><td>Тип ламп:</td><td>галогенная</td></tr><tr><td>Питание:</td><td>230V</td></tr><tr><td>Тип патрона:</td><td>G9</td></tr><tr><td>Степень защиты:</td><td>IP20</td></tr><tr><td>Модель:</td><td>92858</td></tr></tbody></table><table class=""attribute""><tbody><tr><td colspan=""2"">Дополнительные характеристики:</td></tr><tr><td>Цвет основы:</td><td>белый</td></tr><tr><td>Цвет плафона:</td><td>белый</td></tr><tr><td>Материал основы:</td><td>металл</td></tr><tr><td>Материал плафона:</td><td>металл</td></tr><tr><td>Ширина:</td><td>28</td></tr><tr><td>Высота:</td><td>14</td></tr></tbody></table>";607;485;576;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;;10;;;;;1;;;IP20;;"Lucciola 1";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92917;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92917 Stelvio";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>да</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Stelvio</td> </tr> <tr> <td>Мощность:</td> <td>5W</td> </tr> <tr> <td>Количество ламп:</td> <td>1</td> </tr> <tr> <td>Тип ламп:</td> <td>LED</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>GU10</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>92917</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>белый</td> </tr> <tr> <td>Цвет плафона:</td> <td>белый</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>металл</td> </tr> <tr> <td>Ширина:</td> <td>16.5</td> </tr> <tr> <td>Высота:</td> <td>23.5</td> </tr> </table>";984;787;984;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;17;;;;;;1;;;IP20;;Stelvio;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92935;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92935 Dakar 3";"<p>Дизайн: модерн <br />Цвет плафона: белый <br />Цвет основания: матовый никель <br />Материал плафона: пластик <br />Материал основания: металл <br />Управление освещением: выключатель на корпусе <br />Тип лампы: накаливания <br />Ширина, см: 7 <br />Высота, см: 18 <br />Выступ, см: 28 <br />Геометрия плафона: конус <br />Количество ламп: 1 <br />Лампа в комплекте: есть <br />Мощность лампы, Вт: 25 <br />Цоколь: E14</p>";517;413;491;4%N;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18;7;;;28;;;1;;;IP20;;"Dakar 3";;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92959;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92959 Nera 1";"<p>Дизайн: модерн <br />Цвет плафона: серебро <br />Цвет основания: хром <br />Материал плафона: пластик <br />Материал основания: металл <br />Управление освещением: сенсорный выключатель <br />Тип лампы: светодиодная <br />Высота, см: 34 <br />Длина, см: 8 <br />Выступ, см: 20 <br />Геометрия плафона: конус <br />Количество ламп: 1 <br />Лампа в комплекте: есть <br />Мощность лампы, Вт: 3 <br />Цоколь: LED</p>";869;695;869;;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;34;8;;;20;;;1;;;IP20;;"Nera 1";;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92961;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92961 Nera 1";"<p>Дизайн: модерн <br />Цвет плафона: хром <br />Цвет основания: матовый никель <br />Материал плафона: металл <br />Материал основания: металл <br />Управление освещением: сенсорный выключатель <br />Тип лампы: светодиодная <br />Высота, см: 33 <br />Длина, см: 8 <br />Выступ, см: 15 <br />Геометрия плафона: сфера <br />Количество ламп: 1 <br />Лампа в комплекте: есть <br />Мощность лампы, Вт: 3 <br />Цоколь: LED</p>";763;611;725;;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;33;8;;;15;;;1;;;IP20;;"Nera 1";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_92964;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92964 Tineo";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Глубина: 80 mm</span><br /><span style=""font-size: 10pt;"">Высота: 100 mm</span><br /><span style=""font-size: 10pt;"">Нависать: 40 mm</span><br /><span style=""font-size: 10pt;"">Вес: 0,076 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED-RGB</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 0,6W (3 LED)</span><br /><span style=""font-size: 10pt;"">Свет лампы: rgb</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Энергоэффективность: A++ - A</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: пластик</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: белый</span><br /><span style=""font-size: 10pt;"">ДОПОЛНИТЕЛЬНЫЕ ФУНКЦИИ</span><br /><span style=""font-size: 10pt;"">Выключатель: включить/выключить кнопка</span><br /><span style=""font-size: 10pt;"">Colour-Changing: Да</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 2</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-240V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 12V</span></p>";260;208;247;1%N;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;10;4;;8;;;;3;;;IP20;;Tineo;;Пластик;Пластик;"1-2 дня";"Eglo (Австрия)"
Eglo_92968;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 92968 Nera";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Глубина: 80 mm</span><br /><span style=""font-size: 10pt;"">Высота: 400 mm</span><br /><span style=""font-size: 10pt;"">Нависать: 150 mm</span><br /><span style=""font-size: 10pt;"">Вес: 0,331 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: E14</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: E14</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: excl.</span><br /><span style=""font-size: 10pt;"">Max. Wattage: 1x 25W</span><br /><span style=""font-size: 10pt;"">Совместимость с: A++ - E</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: пластик, сталь</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: никель матовый</span><br /><span style=""font-size: 10pt;"">Стекло/ Материал плафона: пластик</span><br /><span style=""font-size: 10pt;"">Стекло/ Цвет плафона: белый</span><br /><span style=""font-size: 10pt;"">ДОПОЛНИТЕЛЬНЫЕ ФУНКЦИИ</span><br /><span style=""font-size: 10pt;"">Выключатель: выключатель диммер</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 1</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-240V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 220-240V,50/60Hz</span></p>";756;605;718;15%ipN;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;40;8;;;15;;;1;;;IP20;;Nera;;Пластик;Пластик;"1-2 дня";"Eglo (Австрия)"
Eglo_93009;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93009 Haro";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>да</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Haro</td> </tr> <tr> <td>Мощность:</td> <td>1,05W</td> </tr> <tr> <td>Количество ламп:</td> <td>3</td> </tr> <tr> <td>Тип ламп:</td> <td>LED</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>LED</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>93009</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>белый</td> </tr> <tr> <td>Цвет плафона:</td> <td>белый</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>металл</td> </tr> <tr> <td>Ширина:</td> <td>14</td> </tr> <tr> <td>Высота:</td> <td>18.5</td> </tr> </table>";1138;910;1081;23ip;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;19;11;;14;;;;1;;;IP20;;Haro;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93057;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93057 Oviedo";"<table class=""attribute""> <tr> <td colspan=""2"">Основные характеристики:</td> </tr> <tr> <td>Лампы в комплекте:</td> <td>да</td> </tr> <tr> <td>Производитель:</td> <td>Eglo Австрия</td> </tr> <tr> <td>Тип светильника:</td> <td>Бра</td> </tr> <tr> <td>Коллекция:</td> <td>Oviedo</td> </tr> <tr> <td>Мощность:</td> <td>33W</td> </tr> <tr> <td>Количество ламп:</td> <td>1</td> </tr> <tr> <td>Тип ламп:</td> <td>галогенная</td> </tr> <tr> <td>Питание:</td> <td>230V</td> </tr> <tr> <td>Тип патрона:</td> <td>G9</td> </tr> <tr> <td>Степень защиты:</td> <td>IP20</td> </tr> <tr> <td>Модель:</td> <td>93057</td> </tr> </table> <table class=""attribute""> <tr> <td colspan=""2"">Дополнительные характеристики:</td> </tr> <tr> <td>Цвет основы:</td> <td>хром</td> </tr> <tr> <td>Цвет плафона:</td> <td>прозрачный</td> </tr> <tr> <td>Материал основы:</td> <td>металл</td> </tr> <tr> <td>Материал плафона:</td> <td>стекло</td> </tr> <tr> <td>Ширина:</td> <td>10</td> </tr> <tr> <td>Высота:</td> <td>23.5</td> </tr> </table>";737;589;700;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;23,5;10;;;;;;1;;;IP20;;Oviedo;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93125;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93125 Ono 1";"<p><strong>Дизайн: модерн </strong><br /><strong>Цвет плафона: серый </strong><br /><strong>Цвет основания: алюминий </strong><br /><strong>Материал плафона: алюминий </strong><br /><strong>Материал основания: алюминий </strong><br /><strong>Тип лампы: светодиодная </strong><br /><strong>Высота, см: 17,6 </strong><br /><strong>Диаметр, см: 6,5 </strong><br /><strong>Выступ, см: 9 </strong><br /><strong>Геометрия плафона: цилиндр </strong><br /><strong>Количество ламп: 2 </strong><br /><strong>Лампа в комплекте: есть </strong><br /><strong>Мощность лампы, Вт: 3 </strong><br /><strong>Цоколь: GU10</strong></p>";1211;969;1211;56N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18;;7;;;;;2;;;IP20;;"Ono 1";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93126;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93126 Madras 2";"<p><strong>Дизайн: модерн </strong><br /><strong>Цвет плафона: серый </strong><br /><strong>Цвет основания: алюминий </strong><br /><strong>Материал плафона: алюминий </strong><br /><strong>Материал основания: алюминий </strong><br /><strong>Тип лампы: светодиодная </strong><br /><strong>Ширина, см: 7,5 </strong><br /><strong>Высота, см: 10,6 </strong><br /><strong>Выступ, см: 10 </strong><br /><strong>Геометрия плафона: куб </strong><br /><strong>Количество ламп: 1 </strong><br /><strong>Лампа в комплекте: есть </strong><br /><strong>Мощность лампы, Вт: 3 </strong><br /><strong>Цоколь: GU10</strong></p>";1062;849;1062;3%;0;0;0;1;45;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;11;8;;;;;;1;;;IP20;;"Madras 2";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93127;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93127 Madras 2";"<p><strong>Дизайн: модерн </strong><br /><strong>Цвет плафона: серый </strong><br /><strong>Цвет основания: алюминий </strong><br /><strong>Материал плафона: алюминий </strong><br /><strong>Материал основания: алюминий </strong><br /><strong>Тип лампы: галогенная </strong><br /><strong>Ширина, см: 7,5 </strong><br /><strong>Высота, см: 18 </strong><br /><strong>Выступ, см: 10 </strong><br /><strong>Геометрия плафона: куб </strong><br /><strong>Количество ламп: 2 </strong><br /><strong>Лампа в комплекте: есть </strong><br /><strong>Мощность лампы, Вт: 3 </strong><br /><strong>Цоколь: GU10</strong></p>";1405;1124;1334;60ip;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18;8;;;;;;2;;;IP20;;"Madras 2";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93192;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93192 Batista 3";"<p><strong>Дизайн: модерн </strong><br /><strong>Цвет плафона: белый </strong><br /><strong>Цвет основания: матовый никель </strong><br /><strong>Материал плафона: стекло </strong><br /><strong>Материал основания: металл </strong><br /><strong>Управление освещением: выключатель на корпусе </strong><br /><strong>Тип лампы: накаливания </strong><br /><strong>Ширина, см: 12 </strong><br /><strong>Высота, см: 34,5 </strong><br /><strong>Выступ, см: 14,5 </strong><br /><strong>Геометрия плафона: конус </strong><br /><strong>Количество ламп: 1 </strong><br /><strong>Лампа в комплекте: есть </strong><br /><strong>Мощность лампы, Вт: 7 </strong><br /><strong>Цоколь: E27</strong></p>";1459;1167;1386;17%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;34,5;12;;;14,5;;;1;;;IP20;;"Batista 3";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93379;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93379 Nikita";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Глубина: 225 mm</span><br /><span style=""font-size: 10pt;"">Высота: 125 mm</span><br /><span style=""font-size: 10pt;"">Нависать: 80 mm</span><br /><span style=""font-size: 10pt;"">Вес: 0,768 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED-MODUL</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 2x 2,5W</span><br /><span style=""font-size: 10pt;"">Световой пучок: 360 lm</span><br /><span style=""font-size: 10pt;"">Свет лампы: 3000K warm white</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Сменный светодиод: Да</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: сталь</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: никель матовый</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 1</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-230V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 220-230V,50/60Hz</span></p>";1189;951;1189;24ip;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;13;;;23;;;;2;;;IP20;;Nikita;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93382;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 93382 Nikita";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Глубина: 215 mm</span><br /><span style=""font-size: 10pt;"">Высота: 290 mm</span><br /><span style=""font-size: 10pt;"">Нависать: 80 mm</span><br /><span style=""font-size: 10pt;"">Вес: 1,502 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED-MODUL</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 2x 2,5W</span><br /><span style=""font-size: 10pt;"">Световой пучок: 360 lm</span><br /><span style=""font-size: 10pt;"">Свет лампы: 3000K warm white</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Сменный светодиод: Да</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: сталь</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: никель матовый</span><br /><span style=""font-size: 10pt;"">Стекло/ Материал плафона: сатиновое стекло</span><br /><span style=""font-size: 10pt;"">Стекло/ Цвет плафона: белый</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 1</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-230V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 220-230V,50/60Hz</span></p>";1425;1140;1425;;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Светодиодные";"Бра и подсветки";;;;;;;;;;;;;;29;;;22;;;;2;;;IP20;;Nikita;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
